delta_v (RPM),w (rad/s),v_x (m/s)
0.88,-0.0167552,0.0597045
0.449167,0.00855211,0.0575722
0.4125,0.00785398,0.0575722
0.2475,0.00471239,0.0575722
0.495,0.00942478,0.0575722
0.513333,0.00977384,0.0575722
0.0825,0.0015708,0.0597045
0.870833,0.0165806,0.0597045
0.201667,0.00383972,0.0597045
1.46667,-0.0279253,0.0618368
1.52167,0.0289725,0.0575722
0.385,-0.00733038,0.0575722
0.3575,0.00680678,0.0597045
2.57583,0.0490438,0.0575722
1.98917,-0.0378736,0.0597045
0.1925,-0.00366519,0.0639691
1.60417,0.0305433,0.0575722
0.77,-0.0146608,0.0597045
0.898333,-0.0171042,0.0618368
0.311667,0.00593412,0.0597045
3.355,0.0638791,0.0597045
10.5967,0.20176,0.0554399
11.825,0.225147,0.0597045
8.1125,0.154462,0.0554399
11.4767,0.218515,0.0533076
4.84,0.0921534,0.0149261
3.04333,-0.0579449,0.0724983
2.2,0.0418879,0.0724983
2.0075,-0.0382227,0.0554399
2.87833,-0.0548033,0.0661014
1.44833,0.0275762,0.0575722
3.0525,-0.0581195,0.0533076
3.41917,-0.0651008,0.0639691
9.31333,0.177325,0.0554399
0.5225,-0.00994838,0.0618368
11.5775,0.220435,0.0511753
12.6958,0.241728,0.0575722
5.39917,0.1028,0.0639691
8.04833,0.15324,0.0554399
2.32833,0.0443314,0.0618368
1.72333,0.0328122,0.0597045
0.0458333,0.000872665,0.0597045
0.705833,-0.013439,0.070366
1.815,0.0345575,0.0533076
1.77833,-0.0338594,0.0597045
0.540833,0.0102974,0.0575722
1.31083,0.0249582,0.0575722
2.035,-0.0387463,0.0597045
1.91583,0.0364774,0.0575722
0.861667,-0.0164061,0.0597045
1.32,-0.0251327,0.0597045
2.01667,0.0383972,0.0597045
0.540833,-0.0102974,0.0597045
0.128333,0.00244346,0.0618368
2.27333,0.0432842,0.0597045
1.5675,-0.0298451,0.0597045
1.99833,0.0380482,0.0618368
2.09917,0.039968,0.0618368
1.43917,-0.0274017,0.0575722
1.41167,0.0268781,0.0597045
0.870833,-0.0165806,0.0575722
1.85167,-0.0352557,0.0575722
1.6225,0.0308923,0.0554399
2.24583,0.0427606,0.0597045
1.7325,-0.0329867,0.0597045
2.255,0.0429351,0.0575722
2.87833,-0.0548033,0.0575722
3.52,-0.0670206,0.0575722
2.85083,0.0542797,0.0554399
1.6225,-0.0308923,0.0597045
1.64083,0.0312414,0.0575722
3.41917,0.0651008,0.0575722
2.7775,-0.0528835,0.0575722
2.3925,0.0455531,0.0575722
1.80583,0.034383,0.0597045
3.04333,-0.0579449,0.0618368
3.04333,-0.0579449,0.0618368
3.7125,0.0706858,0.0575722
2.2275,-0.0424115,0.0554399
4.79417,0.0912807,0.0554399
1.43917,-0.0274017,0.0597045
2.3375,-0.0445059,0.0597045
2.89667,0.0551524,0.0575722
3.61167,0.068766,0.0533076
2.01667,-0.0383972,0.0639691
4.51917,0.0860447,0.0575722
4.55583,-0.0867429,0.0597045
3.41,0.0649262,0.0533076
4.1525,0.0790634,0.0661014
3.36417,-0.0640536,0.0618368
1.49417,-0.0284489,0.0618368
1.4025,0.0267035,0.0618368
3.09833,-0.0589921,0.0575722
2.59417,0.0493928,0.0554399
0.916667,-0.0174533,0.0597045
3.3825,-0.0644026,0.0618368
3.0525,0.0581195,0.0575722
3.37333,-0.0642281,0.0575722
3.00667,-0.0572468,0.0639691
3.50167,0.0666716,0.0639691
0.375833,-0.00715585,0.0618368
0.165,-0.00314159,0.0597045
4.07917,0.0776672,0.0597045
3.5475,-0.0675442,0.0618368
0.4125,0.00785398,0.0597045
3.85,0.0733038,0.0618368
1.7325,-0.0329867,0.0597045
1.77833,0.0338594,0.0575722
2.64,0.0502655,0.0597045
3.4925,0.066497,0.0575722
0.889167,0.0169297,0.0618368
0.311667,-0.00593412,0.0618368
1.43917,0.0274017,0.0575722
3.33667,-0.06353,0.0597045
3.77667,-0.0719076,0.0618368
3.7675,0.071733,0.0597045
2.40167,-0.0457276,0.0575722
2.51167,0.047822,0.0575722
2.81417,0.0535816,0.0597045
2.57583,-0.0490438,0.0575722
1.5125,-0.0287979,0.0618368
1.57667,0.0300197,0.0575722
1.13667,-0.0216421,0.0661014
0.0825,-0.0015708,0.0597045
0.77,0.0146608,0.0618368
2.23667,-0.042586,0.0618368
1.91583,0.0364774,0.0618368
1.03583,-0.0197222,0.0597045
1.265,-0.0240855,0.0597045
0.953333,0.0181514,0.0618368
0.953333,0.0181514,0.0618368
0.595833,0.0113446,0.0597045
0.6325,0.0120428,0.0618368
0.834167,-0.0158825,0.0618368
0.210833,0.00401426,0.0639691
0.22,0.00418879,0.0575722
1.13667,-0.0216421,0.0618368
0.339167,0.00645772,0.0639691
0.339167,0.00645772,0.0639691
0.724167,0.0137881,0.0597045
0.165,0.00314159,0.0597045
0.834167,0.0158825,0.0597045
0.394167,-0.00750492,0.0639691
0.0458333,0.000872665,0.0618368
0.696667,0.0132645,0.0597045
0.485833,-0.00925025,0.0618368
0.806667,0.0153589,0.0597045
1.03583,0.0197222,0.0575722
0.476667,-0.00907571,0.0639691
1.41167,0.0268781,0.0554399
0.724167,0.0137881,0.0575722
0.504167,-0.00959931,0.0618368
0.834167,0.0158825,0.0618368
0.99,0.0188496,0.0533076
0.55,-0.010472,0.0618368
0.449167,0.00855211,0.0618368
0.88,0.0167552,0.0597045
0.311667,0.00593412,0.0618368
0.815833,0.0155334,0.0597045
0.275,-0.00523599,0.0618368
0.4675,0.00890118,0.0618368
0.0183333,-0.000349066,0.0597045
0.614167,-0.0116937,0.0575722
0.5225,0.00994838,0.0618368
0.183333,-0.00349066,0.0597045
0.586667,0.0111701,0.0597045
0.183333,0.00349066,0.0618368
0.1375,0.00261799,0.0618368
0.66,0.0125664,0.0575722
0.504167,0.00959931,0.0639691
0.284167,0.00541052,0.0618368
1.32917,0.0253073,0.0597045
0.4125,0.00785398,0.0618368
0.641667,-0.0122173,0.0575722
1.31083,-0.0249582,0.0597045
0,0,0.0575722
1.05417,-0.0200713,0.0597045
1.9525,0.0371755,0.0554399
1.72333,0.0328122,0.0618368
1.6775,-0.0319395,0.0618368
1.2925,0.0246091,0.0618368
1.16417,0.0221657,0.0618368
0.980833,-0.018675,0.0618368
1.60417,0.0305433,0.0597045
0.834167,0.0158825,0.0597045
1.43,-0.0272271,0.0575722
2.21833,0.042237,0.0618368
5.665,0.107861,0.0554399
6.08667,0.11589,0.0639691
8.70833,0.165806,0.0575722
14.5383,0.276809,0.0639691
8.37833,0.159523,0.0639691
11.7058,0.222879,0.0575722
16.94,0.322537,0.0597045
12.43,0.236667,0.0533076
11.495,0.218864,0.0533076
15.5742,0.296531,0.0554399
11.6142,0.221133,0.0639691
16.6467,0.316952,0.0597045
12.98,0.247139,0.0533076
12.98,0.247139,0.0533076
12.1275,0.230907,0.0554399
13.64,0.259705,0.0533076
10.9908,0.209265,0.0661014
9.20333,0.175231,0.0639691
11.99,0.228289,0.0554399
11.4033,0.217119,0.0661014
12.7233,0.242252,0.0618368
11.9717,0.22794,0.0618368
10.1383,0.193033,0.0661014
14.1808,0.270002,0.0618368
14.7308,0.280474,0.0639691
10.7158,0.204029,0.0618368
15.8767,0.302291,0.0597045
10.4133,0.198269,0.0661014
12.485,0.237714,0.0639691
14.575,0.277507,0.0554399
13.4567,0.256214,0.0618368
12.045,0.229336,0.0661014
14.96,0.284838,0.0597045
16.6925,0.317824,0.0575722
10.4133,0.198269,0.0618368
8.8,0.167552,0.0170584
0.476667,0.00907571,0.0021323
1.75083,0.0333358,0.0127938
1.75083,0.0333358,0.0127938
0.275,0.00523599,0
1.74167,0.0331613,0.0149261
9.56083,0.182038,0.0170584
16.115,0.306829,0.0362491
9.66167,0.183958,0.0341168
12.4758,0.237539,0.0106615
3.40083,0.0647517,0.0298522
12.0817,0.230034,0.0319845
9.16667,0.174533,0.0341168
8.36917,0.159349,0.0319845
13.7133,0.261101,0.0341168
14.41,0.274366,0.0383814
8.305,0.158127,0.0319845
15.6383,0.297753,0.0298522
14.6117,0.278205,0.0362491
10.78,0.205251,0.0341168
10.285,0.195826,0.0362491
14.3733,0.273668,0.0170584
13.3375,0.253945,0.0383814
8.48833,0.161617,0.042646
13.4933,0.256912,0.0447783
10.7158,0.204029,0.042646
10.4408,0.198793,0.0170584
11.9992,0.228464,0.0341168
12.8333,0.244346,0.0319845
12.7417,0.242601,0.0383814
11.2475,0.214152,0.0341168
15.6842,0.298626,0.0362491
15.6842,0.298626,0.0362491
11.6142,0.221133,0.0405137
11.6142,0.221133,0.0405137
13.9975,0.266512,0.0383814
16.2067,0.308574,0.0405137
11.1742,0.212756,0.0383814
12.6867,0.241554,0.0405137
14.575,0.277507,0.042646
13.7775,0.262323,0.042646
13.7775,0.262323,0.042646
3.0525,0.0581195,0.0042646
1.05417,0.0200713,0.0106615
1.20083,0.0228638,0
0,0,0
0.366667,0.00698132,0.00852921
1.265,0.0240855,0.0191907
4.63833,0.0883137,0.0341168
12.9525,0.246615,0.0341168
12.815,0.243997,0.0341168
9.24917,0.176104,0.0298522
13.915,0.264941,0.0362491
11.0367,0.210138,0.0319845
14.465,0.275413,0.0341168
11.0183,0.209789,0.0319845
10.7342,0.204378,0.0341168
12.8425,0.244521,0.0341168
14.2358,0.27105,0.0362491
10.1108,0.19251,0.0362491
11.4675,0.218341,0.0341168
11.3483,0.216072,0.0447783
12.485,0.237714,0.0383814
12.0725,0.22986,0.042646
13.42,0.255516,0.0405137
13.2092,0.251502,0.0405137
10.5233,0.200364,0.0341168
15.29,0.291121,0.0341168
14.7858,0.281522,0.0255876
5.18833,0.0987856,0.00852921
2.29167,0.0436332,0
1.88833,0.0359538,0.00852921
3.685,0.0701622,0.021323
10.9725,0.208916,0.0341168
17.0592,0.324806,0.0405137
9.88167,0.188146,0.0362491
13.5758,0.258483,0.0341168
17.7742,0.338419,0.0362491
13.6125,0.259181,0.0383814
11.9992,0.228464,0.0383814
13.2917,0.253073,0.0405137
14.3733,0.273668,0.0383814
14.8683,0.283092,0.0383814
12.265,0.233525,0.0362491
13.5025,0.257087,0.0405137
15.895,0.30264,0.0383814
17.05,0.324631,0.0383814
16.005,0.304734,0.0362491
13.9792,0.266163,0.0405137
7.30583,0.139103,0.0234553
9.42333,0.17942,0.0191907
4.36333,0.0830777,0.0021323
0.715,0.0136136,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.00916667,-0.000174533,0
10.7433,0.204553,0.0191907
16.0783,0.306131,0.0383814
8.67167,0.165108,0.0383814
13.2092,0.251502,0.0341168
11.715,0.223053,0.0341168
10.1475,0.193208,0.0341168
12.265,0.233525,0.0319845
11.22,0.213628,0.0319845
12.6317,0.240506,0.0362491
13.3467,0.25412,0.0319845
11.8342,0.225322,0.0341168
12.87,0.245044,0.0341168
14.7858,0.281522,0.0341168
12.4942,0.237888,0.0341168
12.4483,0.237016,0.0341168
13.64,0.259705,0.0341168
13.4475,0.25604,0.0298522
11.6783,0.222355,0.0405137
12.0083,0.228638,0.0383814
12.0083,0.228638,0.0383814
10.7525,0.204727,0.0383814
14.4925,0.275937,0.0362491
14.9875,0.285361,0.0341168
12.3383,0.234921,0.0383814
6.27917,0.119555,0.0234553
11.7333,0.223402,0.0405137
10.6608,0.202982,0.0341168
11.44,0.217817,0.0405137
11.9625,0.227765,0.0405137
14.0892,0.268257,0.0362491
9.5425,0.181689,0.0362491
0.825,0.015708,0.0405137
3.20833,0.0610865,0.0447783
0.9075,-0.0172788,0.0383814
1.265,0.0240855,0.0511753
1.21917,0.0232129,0.0554399
1.60417,0.0305433,0.0469106
1.08167,-0.0205949,0.0511753
2.37417,0.045204,0.0447783
1.815,-0.0345575,0.0511753
1.265,0.0240855,0.0405137
0.980833,-0.018675,0.0469106
2.2,0.0418879,0.0469106
1.50333,-0.0286234,0.042646
1.25583,0.023911,0.0447783
0.0366667,-0.000698132,0.0469106
1.5125,0.0287979,0.0405137
0.210833,-0.00401426,0.0447783
1.2925,0.0246091,0.0405137
0.165,0.00314159,0.0405137
0.7425,0.0141372,0.0405137
0.1925,0.00366519,0.0447783
3.03417,0.0577704,0.042646
0.385,0.00733038,0.0511753
0.504167,-0.00959931,0.0469106
0.174167,0.00331613,0.0469106
0.0916667,0.00174533,0.0469106
0.320833,0.00610865,0.0533076
0.650833,0.0123918,0.049043
0.834167,0.0158825,0.0533076
1.0725,0.0204204,0.049043
1.41167,0.0268781,0.0533076
0.870833,0.0165806,0.049043
0.843333,-0.016057,0.049043
2.32833,0.0443314,0.049043
2.98833,-0.0568977,0.0469106
2.12667,0.0404916,0.049043
2.6125,-0.0497419,0.049043
2.27333,0.0432842,0.0469106
2.10833,-0.0401426,0.049043
1.93417,0.0368264,0.0447783
0.0183333,0.000349066,0.049043
5.24333,-0.0998328,0.0511753
3.905,-0.074351,0.0511753
13.4933,-0.256912,0.0533076
7.9475,-0.15132,0.049043
9.86333,-0.187797,0.0511753
6.655,-0.126711,0.0533076
10.5967,-0.20176,0.049043
13.9792,-0.266163,0.0511753
11.55,-0.219911,0.0533076
7.205,-0.137183,0.049043
5.2525,-0.100007,0.049043
1.54,0.0293215,0.0447783
3.00667,-0.0572468,0.0554399
2.07167,0.0394444,0.0511753
0.944167,-0.0179769,0.0661014
0.944167,-0.0179769,0.0661014
1.3475,-0.0256563,0.0575722
0.348333,-0.00663225,0.0554399
0.834167,0.0158825,0.0575722
0.77,-0.0146608,0.0533076
1.17333,0.0223402,0.0511753
0.0641667,-0.00122173,0.0575722
0.210833,-0.00401426,0.0554399
0.284167,-0.00541052,0.0554399
0.119167,0.00226893,0.0533076
0.8525,0.0162316,0.0511753
0.146667,-0.00279253,0.0554399
0.678333,0.0129154,0.0511753
0.128333,0.00244346,0.0554399
0.605,-0.0115192,0.0533076
1.27417,0.0242601,0.0554399
0.055,0.0010472,0.0597045
0.146667,0.00279253,0.0533076
0.256667,-0.00488692,0.0575722
0.0916667,0.00174533,0.0554399
0.531667,0.0101229,0.049043
0.458333,-0.00872665,0.0554399
0.7975,0.0151844,0.0533076
0.4125,-0.00785398,0.0575722
0.430833,0.00820305,0.0511753
0.339167,-0.00645772,0.0554399
0.311667,-0.00593412,0.0575722
1.03583,0.0197222,0.0533076
0.559167,-0.0106465,0.0554399
0.999167,0.0190241,0.0533076
0.5775,0.0109956,0.0554399
0.055,0.0010472,0.0554399
0.559167,0.0106465,0.0554399
0.385,0.00733038,0.0554399
0.504167,0.00959931,0.0554399
0.44,-0.00837758,0.0533076
0.55,0.010472,0.0597045
0.394167,0.00750492,0.0511753
1.3475,-0.0256563,0.0554399
1.19167,0.0226893,0.0533076
0.33,-0.00628319,0.0511753
0.229167,-0.00436332,0.0554399
1.46667,0.0279253,0.0533076
0.348333,-0.00663225,0.0575722
1.0175,0.0193732,0.0597045
0.6875,-0.01309,0.0533076
0.476667,0.00907571,0.0575722
1.38417,0.0263545,0.0575722
0.2475,-0.00471239,0.0554399
1.265,0.0240855,0.0554399
1.54,-0.0293215,0.0511753
1.32917,-0.0253073,0.0618368
1.54,0.0293215,0.0575722
1.54917,-0.0294961,0.0554399
0.4125,0.00785398,0.0554399
0.980833,0.018675,0.0597045
2.31,-0.0439823,0.0575722
1.705,0.0324631,0.0575722
2.09,-0.0397935,0.0575722
0.898333,-0.0171042,0.0575722
1.595,0.0303687,0.0575722
2.40167,-0.0457276,0.0575722
1.72333,0.0328122,0.0575722
0.449167,-0.00855211,0.0575722
2.7225,-0.0518363,0.0554399
2.12667,0.0404916,0.0597045
2.38333,-0.0453786,0.0597045
1.71417,0.0326377,0.0575722
1.91583,0.0364774,0.0575722
2.78667,-0.053058,0.0554399
1.85167,0.0352557,0.0618368
3.58417,-0.0682424,0.0554399
0.275,0.00523599,0.0554399
1.72333,0.0328122,0.0575722
2.82333,-0.0537561,0.0575722
2.6675,0.0507891,0.0511753
1.815,0.0345575,0.0597045
3.7675,-0.071733,0.0554399
3.04333,0.0579449,0.0597045
0.7975,0.0151844,0.0575722
2.23667,0.042586,0.0554399
2.63083,0.0500909,0.0597045
1.925,-0.0366519,0.0575722
0.375833,0.00715585,0.0597045
0.751667,0.0143117,0.0575722
2.1175,-0.0403171,0.0575722
2.34667,0.0446804,0.0554399
1.09083,-0.0207694,0.0554399
1.64083,0.0312414,0.0554399
2.19083,0.0417134,0.0597045
1.63167,-0.0310669,0.0575722
2.65833,0.0506145,0.0554399
2.21833,0.042237,0.0618368
2.45667,-0.0467748,0.0618368
0.9625,0.018326,0.0554399
1.16417,-0.0221657,0.0554399
1.14583,-0.0218166,0.0575722
5.94917,-0.113272,0.0575722
9.19417,-0.175057,0.0554399
11.935,-0.227242,0.0618368
10.1475,-0.193208,0.0682337
11.7058,-0.222879,0.0533076
10.8533,-0.206647,0.0618368
5.09667,-0.0970403,0.0597045
2.12667,-0.0404916,0.0597045
1.13667,0.0216421,0.0575722
1.86083,0.0354302,0.0597045
2.79583,0.0532325,0.0575722
1.24667,0.0237365,0.0533076
1.1275,-0.0214675,0.0639691
0.66,0.0125664,0.0554399
0.128333,0.00244346,0.0597045
0.5225,-0.00994838,0.0575722
0.201667,-0.00383972,0.0575722
0.0366667,-0.000698132,0.0575722
0.55,-0.010472,0.0597045
0.210833,0.00401426,0.0597045
1.03583,-0.0197222,0.0639691
0,0,0.0575722
0.375833,-0.00715585,0.0554399
1.5125,-0.0287979,0.0575722
0.44,0.00837758,0.0554399
0.898333,-0.0171042,0.0575722
1.11833,-0.021293,0.0597045
0.449167,0.00855211,0.0618368
1.76917,-0.0336849,0.0597045
0.0641667,-0.00122173,0.0618368
0.980833,0.018675,0.0575722
1.83333,-0.0349066,0.0618368
0.339167,0.00645772,0.0597045
1.77833,0.0338594,0.0597045
1.8975,-0.0361283,0.0597045
0.834167,0.0158825,0.0618368
1.00833,0.0191986,0.0575722
1.4025,-0.0267035,0.0575722
1.69583,0.0322886,0.0618368
1.31083,-0.0249582,0.0597045
1.55833,-0.0296706,0.0618368
0.925833,0.0176278,0.0597045
1.43,-0.0272271,0.0597045
0.3575,-0.00680678,0.0597045
1.66833,0.031765,0.0597045
1.85167,-0.0352557,0.0597045
1.4575,-0.0277507,0.0554399
2.035,0.0387463,0.0639691
1.90667,-0.0363028,0.0575722
1.13667,-0.0216421,0.0639691
1.49417,0.0284489,0.0618368
0.394167,-0.00750492,0.0597045
0.861667,0.0164061,0.0575722
0.9075,0.0172788,0.0597045
0.119167,-0.00226893,0.0554399
0.586667,-0.0111701,0.0618368
0.0183333,-0.000349066,0.0618368
1.49417,-0.0284489,0.0575722
0.3575,0.00680678,0.0575722
1.69583,0.0322886,0.0597045
1.87,-0.0356047,0.0597045
0.77,0.0146608,0.0597045
2.26417,0.0431096,0.0597045
1.25583,-0.023911,0.0597045
1.82417,0.0347321,0.0597045
0.256667,-0.00488692,0.0575722
1.1825,-0.0225147,0.0597045
2.32833,0.0443314,0.0575722
2.02583,0.0385718,0.0597045
0.375833,0.00715585,0.0575722
3.575,0.0680678,0.0597045
3.64833,-0.0694641,0.0618368
0.256667,0.00488692,0.0597045
3.08917,0.0588176,0.0597045
0.715,-0.0136136,0.0597045
2.67667,-0.0509636,0.0597045
1.265,0.0240855,0.0618368
2.5025,-0.0476475,0.0618368
0.366667,-0.00698132,0.0639691
0.339167,0.00645772,0.0575722
0.0641667,0.00122173,0.0597045
0.559167,-0.0106465,0.0618368
0.348333,-0.00663225,0.0597045
1.4575,-0.0277507,0.0575722
0.935,0.0178024,0.0618368
1.41167,-0.0268781,0.0575722
1.925,-0.0366519,0.0597045
1.19167,-0.0226893,0.0575722
0.825,0.015708,0.0597045
1.54,-0.0293215,0.0639691
2.31,0.0439823,0.0597045
0.00916667,-0.000174533,0.0597045
2.0075,-0.0382227,0.0597045
2.6675,0.0507891,0.0618368
1.705,0.0324631,0.0575722
1.4025,-0.0267035,0.0575722
1.38417,0.0263545,0.0554399
0.843333,0.016057,0.0575722
0.88,-0.0167552,0.0618368
1.90667,0.0363028,0.0554399
0.99,0.0188496,0.0554399
0.751667,-0.0143117,0.0575722
1.46667,0.0279253,0.0575722
3.00667,-0.0572468,0.0639691
1.82417,0.0347321,0.0597045
1.69583,0.0322886,0.0575722
2.60333,-0.0495674,0.0575722
0.1925,0.00366519,0.0554399
0,0,0.0554399
2.84167,-0.0541052,0.0554399
0.99,0.0188496,0.0618368
0.0641667,-0.00122173,0.0597045
2.3375,-0.0445059,0.0618368
1.485,0.0282743,0.0575722
1.76,-0.0335103,0.0554399
2.8325,-0.0539307,0.0639691
1.6775,0.0319395,0.0575722
1.61333,-0.0307178,0.0554399
3.14417,-0.0598648,0.0618368
3.14417,0.0598648,0.0639691
0.4675,-0.00890118,0.0575722
2.07167,-0.0394444,0.0618368
1.63167,0.0310669,0.0597045
2.95167,-0.0561996,0.0618368
1.98,0.0376991,0.0554399
1.63167,0.0310669,0.0618368
2.71333,-0.0516617,0.0618368
2.43833,0.0464258,0.0597045
1.3475,0.0256563,0.0597045
1.30167,-0.0247837,0.0618368
1.90667,0.0363028,0.0575722
0.0733333,0.00139626,0.0575722
2.98833,-0.0568977,0.0575722
1.485,0.0282743,0.0554399
1.11833,-0.021293,0.0597045
2.90583,-0.0553269,0.0575722
0.5225,0.00994838,0.0618368
2.53,0.0481711,0.0597045
2.86,-0.0544543,0.0618368
2.64917,0.05044,0.0575722
2.4475,-0.0466003,0.0575722
3.1075,-0.0591667,0.0618368
3.41917,0.0651008,0.0597045
1.05417,-0.0200713,0.0575722
3.52,0.0670206,0.0661014
0.733333,0.0139626,0.0575722
2.32833,-0.0443314,0.0554399
3.1075,0.0591667,0.0639691
0.2475,0.00471239,0.0405137
2.60333,-0.0495674,0.0127938
7.16833,-0.136485,0.0191907
13.255,-0.252375,0.0191907
7.37,-0.140324,0.0106615
8.8825,-0.169122,0.0191907
8.4975,-0.161792,0.0149261
7.77333,-0.148004,0.0149261
8.085,-0.153938,0.0191907
9.1575,-0.174358,0.0170584
2.65833,-0.0506145,0.0106615
0.458333,-0.00872665,0.00639691
2.52083,-0.0479966,0
0,0,0
0.531667,0.0101229,0
0.1925,-0.00366519,0
0.284167,-0.00541052,0
1.27417,-0.0242601,0.0021323
2.74083,-0.0521853,0.00639691
1.77833,-0.0338594,0.0042646
0.5225,0.00994838,0.0042646
0.5225,0.00994838,0.0042646
2.62167,-0.0499164,0
2.3375,-0.0445059,0.00639691
1.65917,-0.0315905,0.0106615
2.73167,-0.0520108,0.0234553
0.595833,-0.0113446,0.0362491
1.14583,0.0218166,0.0341168
2.70417,-0.0514872,0.0319845
2.1725,0.0413643,0.042646
1.6775,-0.0319395,0.042646
3.19,-0.0607375,0.0383814
2.1725,0.0413643,0.0405137
3.14417,-0.0598648,0.0341168
3.14417,-0.0598648,0.0341168
0.0825,0.0015708,0.0383814
0.8525,-0.0162316,0.042646
1.43917,0.0274017,0.0405137
3.36417,-0.0640536,0.0383814
1.38417,0.0263545,0.042646
0.229167,-0.00436332,0.0405137
2.31917,0.0441568,0.042646
0.733333,-0.0139626,0.0447783
2.30083,0.0438078,0.0362491
0.66,-0.0125664,0.0383814
1.42083,-0.0270526,0.0362491
1.03583,0.0197222,0.042646
2.6125,-0.0497419,0.0362491
2.6125,-0.0497419,0.0362491
1.0175,-0.0193732,0.0469106
1.75083,0.0333358,0.042646
2.4475,-0.0466003,0.0405137
1.54917,0.0294961,0.0447783
0.8525,-0.0162316,0.049043
2.07167,0.0394444,0.0447783
0.0825,0.0015708,0.0447783
1.485,0.0282743,0.042646
0.458333,-0.00872665,0.0469106
1.8975,0.0361283,0.042646
0.55,-0.010472,0.0362491
5.27083,-0.100356,0.00852921
